id,shipment,number_customer_calls,customer_rating,product_cost,number_prior_purchases,product_importance,gender,discount,weight,weekday_of_purchase,week_of_purchase,on_Time
1867,Ship,4,3,218,3,high,F,57,3311,4,6,0
1868,Ship,4,4,156,3,low,M,20,1523,4,6,0
1869,Ship,3,4,235,3,low,M,52,3447,4,6,0
1870,Ship,4,5,168,3,low,F,4,1363,4,6,0
1871,Ship,3,1,178,3,high,F,36,1297,4,6,0
1872,Ship,4,2,275,3,medium,M,26,2449,4,6,0
1873,Ship,3,4,139,2,low,M,45,1192,4,6,0
1874,Ship,2,5,236,3,medium,F,13,2171,4,6,0
1875,Ship,3,4,155,2,low,F,37,1780,4,6,0
1876,Ship,3,3,168,3,medium,M,11,1008,4,6,0
1877,Ship,4,1,151,2,low,M,42,1367,4,6,0
1878,Ship,3,4,113,4,low,F,56,1154,4,6,0
1879,Ship,4,3,133,3,medium,F,50,1861,4,6,0
1880,Ship,5,4,163,4,medium,M,57,1613,4,6,0
1881,Ship,5,3,206,2,medium,F,59,3278,4,6,0
1882,Ship,3,2,177,2,medium,F,23,1929,5,6,0
1883,Ship,3,2,206,2,low,M,3,2261,5,6,0
1884,Ship,5,1,189,3,medium,M,13,3492,5,6,0
1885,Ship,3,4,270,2,low,M,39,3690,5,6,0
1886,Ship,4,1,238,3,low,F,33,2013,5,6,0
1887,Ship,5,1,143,2,low,M,46,1387,5,6,0
1888,Ship,4,1,173,2,medium,M,53,1251,5,6,0
1889,Ship,3,5,134,3,medium,M,38,1169,5,6,0
1890,Ship,4,4,176,3,high,M,34,1283,5,6,0
1891,Ship,4,3,160,2,medium,F,38,1961,5,6,0
1892,Ship,3,4,230,3,high,F,22,3546,5,6,0
1893,Ship,4,5,178,3,low,F,5,1012,5,6,0
1894,Ship,3,2,256,4,low,F,18,2699,5,6,0
1895,Ship,3,4,256,4,low,M,11,3030,5,6,0
1896,Ship,3,2,208,4,medium,M,52,2900,5,6,0
1897,Ship,4,3,119,3,low,F,40,1233,5,6,0
1898,Ship,3,3,114,6,low,F,26,1825,5,6,0
1899,Ship,3,5,225,3,low,F,1,2864,5,6,0
1900,Ship,4,5,155,4,high,F,48,1972,5,6,0
1901,Ship,4,4,223,3,medium,F,51,3895,5,6,0
1902,Ship,5,3,194,3,medium,F,6,2736,5,6,0
1903,Ship,5,4,281,4,medium,F,40,3381,5,6,0
1904,Ship,4,1,132,4,medium,F,10,1343,5,6,0
1905,Ship,4,1,229,3,medium,F,53,3423,5,6,0
1906,Ship,4,2,251,3,low,F,10,3517,5,6,0
1907,Ship,4,1,113,3,low,F,60,1200,5,6,0
1908,Ship,5,5,234,6,low,F,52,2615,5,6,0
1909,Ship,3,3,181,2,medium,M,58,3719,5,6,0
1910,Ship,5,2,157,2,low,M,32,1497,5,6,0
1911,Ship,3,1,155,3,low,M,49,1203,5,6,0
1912,Ship,3,4,209,2,low,M,62,2935,5,6,0
1913,Ship,4,3,264,3,low,F,39,2213,5,6,0
1914,Ship,3,1,268,3,low,F,47,2479,5,6,0
1915,Ship,6,1,224,3,medium,M,64,2705,5,6,0
1916,Ship,4,4,223,10,low,M,24,3271,5,6,0
1917,Ship,3,2,191,3,high,F,42,2374,5,6,0
1918,Ship,4,1,184,3,high,F,47,3081,5,6,0
1919,Ship,6,5,174,3,medium,F,32,1921,5,6,0
1920,Ship,6,3,134,8,high,F,12,1371,5,6,0
1921,Ship,4,1,135,2,high,F,25,1009,5,6,0
1922,Ship,5,4,234,2,high,F,61,3084,5,6,0
1923,Ship,3,1,215,6,high,M,5,3432,5,6,0
1924,Ship,5,4,187,2,medium,F,10,3549,5,6,0
1925,Ship,3,1,238,2,medium,F,50,3438,5,6,0
1926,Ship,4,2,273,4,low,F,26,3223,5,6,0
1927,Ship,5,4,192,3,medium,M,46,3709,5,6,0
1928,Ship,3,5,268,4,high,M,5,3446,5,6,0
1929,Ship,3,5,225,3,low,F,12,2721,5,6,0
1930,Ship,4,5,155,4,high,F,54,1408,5,6,0
1931,Ship,4,2,223,3,medium,F,56,3158,5,6,0
1932,Ship,5,1,194,3,medium,F,32,3003,5,6,0
1933,Ship,5,4,281,4,medium,M,56,3709,5,6,0
1934,Ship,4,5,132,4,medium,F,28,1715,5,6,0
1935,Ship,4,1,229,3,medium,F,20,2891,5,6,0
1936,Ship,4,1,251,3,low,F,33,2502,5,6,0
1937,Ship,4,5,113,3,low,F,52,1741,5,6,0
1938,Road,5,2,234,6,low,F,58,2448,5,6,0
1939,Road,3,3,181,2,medium,F,52,3236,5,6,0
1940,Road,5,2,157,2,low,M,58,1654,5,6,0
1941,Road,3,3,155,3,low,M,20,1830,5,6,0
1942,Road,3,5,209,2,low,M,33,2603,5,6,0
1943,Road,4,1,264,3,low,M,13,3015,5,6,0
1944,Road,3,2,268,3,low,M,30,2867,5,6,0
1945,Road,6,2,224,3,medium,F,26,3247,5,6,0
1946,Road,4,3,223,10,low,F,21,2943,5,6,0
1947,Road,3,5,191,3,high,F,17,2235,5,6,0
1948,Road,4,4,184,3,high,F,27,3967,5,6,0
1949,Road,6,4,174,3,medium,F,14,1651,5,6,0
1950,Road,6,2,134,8,high,M,42,1054,5,6,0
1951,Road,4,5,135,2,high,F,22,1195,5,6,0
1952,Road,5,5,234,2,high,M,50,3914,5,6,0
1953,Road,3,1,215,6,high,M,42,3715,5,6,0
1954,Road,5,2,187,2,medium,F,29,2863,5,6,0
1955,Road,3,2,238,2,medium,F,32,3274,5,6,0
1956,Road,4,1,273,4,low,F,54,2611,5,6,0
1957,Road,5,5,192,3,medium,F,37,2197,5,6,0
1958,Road,3,5,268,4,high,M,19,2893,5,6,0
1959,Road,3,4,164,3,low,M,5,1408,5,6,0
1960,Flight,2,2,255,3,low,M,59,1514,5,6,0
1961,Flight,4,4,141,2,low,F,30,1130,5,6,0
1962,Flight,2,5,202,3,low,M,50,2587,5,6,0
1963,Flight,4,4,282,6,medium,F,52,3009,5,6,0
1964,Flight,6,4,190,3,low,M,7,3175,5,6,0
1965,Flight,4,2,192,4,low,F,61,2256,5,6,0
1966,Flight,3,4,179,2,low,M,51,1041,5,6,0
1967,Flight,4,3,238,2,medium,M,43,2200,5,6,0
1968,Flight,3,2,181,4,low,F,18,3696,5,6,0
1969,Flight,5,2,128,5,medium,F,45,1707,5,6,0
1970,Flight,5,1,285,5,low,M,51,2063,5,6,0
1971,Flight,5,5,273,3,medium,F,18,2415,5,6,0
1972,Flight,2,2,242,6,low,F,63,3144,5,6,0
1973,Flight,3,4,226,3,medium,F,22,3593,5,6,0
1974,Flight,2,5,255,4,low,F,36,2093,5,6,0
1975,Flight,5,1,198,2,medium,F,37,3025,5,6,0
1976,Flight,5,4,263,3,medium,M,59,3978,5,6,0
1977,Flight,3,5,186,2,low,F,39,2197,5,6,0
1978,Flight,5,2,260,3,low,F,22,2935,5,6,0
1979,Flight,4,2,167,2,low,F,5,1169,5,6,0
1980,Flight,4,3,210,3,low,F,46,2344,5,6,0
1981,Flight,4,5,216,3,low,F,20,3549,5,6,0
1982,Ship,3,2,273,3,low,F,12,2154,5,6,0
1983,Ship,5,1,153,2,low,F,55,1414,5,6,0
1984,Ship,3,2,183,3,medium,F,44,3809,5,6,0
1985,Ship,4,1,224,3,medium,F,36,3499,5,6,0
1986,Ship,5,1,170,3,high,M,58,1651,5,6,0
1987,Ship,5,1,237,4,low,M,33,2605,5,6,0
1988,Ship,5,5,234,6,medium,F,60,2443,5,6,0
1989,Ship,3,2,264,3,medium,F,43,3439,5,6,0
1990,Ship,2,2,153,3,low,F,55,1273,5,6,0
1991,Ship,4,3,228,4,low,M,61,3583,5,6,0
1992,Ship,3,5,264,2,medium,M,33,2021,5,6,0
1993,Ship,4,3,267,3,low,F,42,2332,5,6,0
1994,Ship,3,2,213,2,low,M,22,3248,5,6,0
1995,Ship,4,1,181,3,medium,M,38,3258,5,6,0
1996,Ship,6,4,209,5,low,F,53,3169,5,6,0
1997,Ship,3,2,165,3,low,F,19,1111,5,6,0
1998,Ship,3,4,164,3,high,F,55,1293,5,6,0
1999,Ship,5,5,141,2,medium,M,14,1114,5,6,0
2000,Ship,3,2,164,4,medium,M,2,1701,5,6,0
2001,Ship,3,3,178,2,medium,M,4,1778,5,6,0
2002,Ship,5,4,200,3,medium,M,24,2078,5,6,0
2003,Ship,4,5,185,2,low,F,47,3974,5,6,0
2004,Ship,2,1,180,2,medium,F,31,1078,5,6,0
2005,Ship,4,5,144,3,low,M,9,1526,5,6,0
2006,Ship,4,4,161,4,low,F,14,1194,5,6,0
2007,Ship,4,5,152,3,medium,M,25,1222,5,6,0
2008,Ship,2,3,129,3,low,M,50,1111,5,6,0
2009,Ship,5,2,140,3,medium,F,16,1969,5,6,0
2010,Ship,4,1,270,4,medium,F,64,3312,5,6,0
2011,Ship,3,2,183,3,medium,F,25,2023,5,6,0
2012,Ship,4,1,264,3,low,F,39,3719,5,6,0
2013,Ship,3,2,167,4,medium,M,49,1973,5,6,0
2014,Ship,5,1,219,3,low,M,14,2447,5,6,0
2015,Ship,4,2,225,3,low,M,52,3189,5,6,0
2016,Ship,4,1,228,3,low,F,53,2021,5,6,0
2017,Ship,3,5,119,3,medium,M,7,1021,5,6,0
2018,Ship,3,5,244,3,low,F,8,3154,5,6,0
2019,Ship,4,3,163,5,low,M,29,1349,5,6,0
2020,Ship,4,5,260,3,medium,M,59,3951,5,6,0
2021,Ship,4,3,135,2,medium,F,53,1073,5,6,0
2022,Ship,5,2,167,3,medium,F,7,1939,5,6,0
2023,Ship,4,4,233,3,medium,F,14,2522,5,6,0
2024,Ship,4,5,147,2,medium,F,19,1940,5,6,0
2025,Ship,2,4,159,2,low,F,17,1686,5,6,0
2026,Ship,4,2,139,3,medium,M,5,1674,5,6,0
2027,Ship,3,1,200,2,low,F,44,2651,5,6,0
2028,Ship,4,1,221,3,low,F,3,2546,5,6,0
2029,Ship,4,3,158,3,low,M,18,1036,5,6,0
2030,Ship,4,5,227,3,low,M,65,3984,5,6,0
2031,Ship,3,3,179,3,medium,F,12,1125,5,6,0
2032,Ship,3,2,232,3,low,F,64,3131,5,6,0
2033,Ship,3,3,139,2,low,M,9,1177,5,6,0
2034,Ship,6,3,195,2,medium,M,21,3869,5,6,0
2035,Ship,6,2,276,6,medium,M,7,2437,5,6,0
2036,Ship,2,5,171,3,medium,F,13,1101,5,6,0
2037,Ship,5,4,259,3,medium,F,43,2685,5,6,0
2038,Ship,3,2,123,4,medium,F,7,1596,5,6,0
2039,Ship,3,2,199,4,low,F,47,2208,5,6,0
2040,Ship,4,3,226,2,low,F,32,2912,5,6,0
2041,Ship,4,2,149,3,medium,F,54,1506,5,6,0
2042,Ship,3,5,115,3,medium,M,60,1122,5,6,0
2043,Ship,3,2,243,2,medium,M,26,2719,5,6,0
2044,Ship,2,4,136,6,medium,M,58,1479,5,6,0
2045,Ship,3,2,180,2,low,F,6,1811,5,6,0
2046,Ship,4,1,274,4,medium,M,57,3332,5,6,0
2047,Ship,6,5,233,6,medium,M,48,3341,5,6,0
2048,Ship,3,2,254,2,medium,F,2,3239,5,6,0
2049,Ship,4,5,153,3,high,F,3,1347,5,6,0
2050,Ship,6,3,175,5,medium,F,64,1860,5,6,0
2051,Ship,5,2,207,2,low,F,35,2184,5,6,0
2052,Ship,3,1,153,2,low,F,6,1314,5,6,0
2053,Ship,3,4,228,2,medium,M,65,3943,5,6,0
2054,Ship,5,2,96,2,low,F,50,1186,5,6,0
2055,Ship,4,4,241,3,high,M,39,3798,5,6,0
2056,Ship,5,2,249,5,high,F,28,2846,5,6,0
2057,Ship,3,3,188,5,low,M,25,3992,5,6,0
2058,Ship,3,2,154,2,high,F,4,1009,5,6,0
2059,Ship,4,4,226,2,high,M,53,3154,5,6,0
2060,Ship,5,3,250,2,low,F,14,2064,5,6,0
2061,Ship,3,1,150,2,medium,F,46,1431,5,6,0
2062,Ship,3,5,267,2,low,F,16,2913,5,6,0
2063,Ship,4,3,223,3,low,M,35,2715,5,6,0
2064,Ship,4,5,192,3,medium,F,41,3873,5,6,0
2065,Ship,3,2,143,3,low,F,58,1785,5,6,0
2066,Ship,3,5,113,2,low,F,19,1660,5,6,0
2067,Ship,4,1,135,3,medium,M,39,1549,5,6,0
2068,Ship,4,4,189,4,high,F,56,2646,5,6,0
2069,Ship,3,2,245,3,medium,M,13,3775,6,6,0
2070,Ship,3,5,181,2,low,M,29,2217,6,6,0
2071,Ship,3,2,207,2,medium,F,37,2460,6,6,0
2072,Ship,3,1,169,2,medium,F,19,1183,6,6,0
2073,Ship,4,5,206,3,low,F,65,2598,6,6,0
2074,Ship,2,5,117,3,low,M,44,1192,6,6,0
2075,Road,2,1,115,3,high,M,42,1247,6,6,0
2076,Road,3,3,149,3,low,F,63,1196,6,6,0
2077,Road,4,5,133,3,medium,M,3,1403,6,6,0
2078,Road,4,3,271,2,medium,M,22,2595,6,6,0
2079,Road,2,5,116,3,low,F,3,1688,6,6,0
2080,Road,3,5,139,2,medium,M,64,1857,6,6,0
2081,Road,4,3,216,3,medium,M,35,2567,6,6,0
2082,Road,3,5,165,2,high,F,37,1234,6,6,0
2083,Road,6,5,286,4,low,F,31,3774,6,6,0
2084,Road,5,3,136,3,medium,F,13,1446,6,6,0
2085,Road,4,5,225,4,low,M,48,2767,6,6,0
2086,Road,4,2,163,3,low,F,27,1639,6,6,0
2087,Road,4,3,272,4,low,M,61,2857,6,6,0
2088,Road,4,3,135,2,high,M,24,1292,6,6,0
2089,Road,4,5,184,3,low,F,64,3812,6,6,0
2090,Road,4,5,219,2,medium,F,28,2164,6,6,0
2091,Road,3,3,249,2,medium,M,53,2323,6,6,0
2092,Road,2,3,142,3,low,F,46,1694,6,6,0
2093,Road,5,2,137,3,medium,M,47,1023,6,6,0
2094,Road,2,5,168,3,low,M,37,1717,6,6,0
2095,Road,5,5,165,3,medium,F,32,1798,6,6,0
2096,Road,3,3,199,2,low,M,4,3553,6,6,0
2097,Flight,3,3,246,3,low,M,27,3648,6,6,0
2098,Flight,5,2,224,4,medium,M,43,2336,6,6,0
2099,Flight,5,5,216,6,low,M,54,2075,6,6,0
2100,Flight,5,3,167,2,low,M,3,1140,6,6,0
2101,Flight,4,2,182,3,medium,M,14,3413,6,6,0
2102,Flight,6,1,126,3,medium,F,37,1697,6,6,0
2103,Flight,5,1,170,3,medium,F,48,1299,6,6,0
2104,Flight,4,2,148,3,medium,M,2,1805,6,6,0
2105,Flight,4,2,141,3,medium,M,61,1875,6,6,0
2106,Flight,5,5,169,2,medium,F,14,1497,6,6,0
2107,Flight,5,2,143,3,medium,M,12,1802,6,6,0
2108,Flight,4,5,156,3,low,F,60,1553,6,6,0
2109,Flight,5,1,241,4,medium,F,19,2193,6,6,0
2110,Flight,3,4,212,3,medium,F,13,2307,6,6,0
2111,Flight,5,3,265,3,medium,M,30,2293,6,6,0
2112,Flight,3,4,243,3,low,F,60,2980,6,6,0
2113,Flight,5,2,209,4,medium,M,15,3330,6,6,0
2114,Flight,4,5,229,3,medium,M,21,2688,6,6,0
2115,Flight,3,1,257,2,low,F,45,3496,6,6,0
2116,Flight,5,5,209,3,low,M,49,3893,6,6,0
2117,Flight,3,3,142,3,medium,M,23,1897,6,6,0
2118,Flight,3,5,208,4,medium,M,12,3181,6,6,0
2119,Ship,6,3,167,6,low,F,15,1278,6,6,0
2120,Ship,3,5,266,3,medium,M,16,2334,6,6,0
2121,Ship,5,3,210,2,medium,M,44,3382,6,6,0
2122,Ship,2,2,147,2,medium,F,49,1447,6,6,0
2123,Ship,5,2,132,2,medium,M,8,1665,6,6,0
2124,Ship,3,4,269,3,medium,F,21,3716,6,6,0
2125,Ship,5,3,148,3,medium,F,48,1099,6,6,0
2126,Ship,4,5,268,2,high,M,32,3675,6,6,0
2127,Ship,3,5,156,2,low,F,43,1301,6,6,0
2128,Ship,5,1,222,4,low,M,63,3506,6,6,0
2129,Ship,4,5,151,3,high,F,31,1365,6,6,0
2130,Ship,3,3,236,3,low,F,28,3652,6,6,0
2131,Ship,3,5,229,3,medium,F,12,3049,6,6,0
2132,Ship,4,3,261,3,low,M,42,2664,6,6,0
2133,Ship,2,1,229,4,low,M,6,3757,6,6,0
2134,Ship,4,5,205,3,low,F,60,2317,6,6,0
2135,Ship,3,4,240,2,low,M,8,3883,6,6,0
2136,Ship,4,3,209,6,low,F,59,2622,6,6,0
2137,Ship,2,1,252,2,low,M,35,2526,6,6,0
2138,Ship,3,4,140,2,medium,M,48,1102,6,6,0
2139,Ship,5,4,156,2,low,F,57,1842,6,6,0
2140,Ship,2,2,190,8,medium,M,33,3448,6,6,0
2141,Ship,3,4,138,6,medium,M,5,1853,6,6,0
2142,Ship,5,4,243,3,low,F,35,2899,6,6,0
2143,Ship,3,1,183,2,low,M,58,3027,6,6,0
2144,Ship,3,5,190,10,medium,M,26,3244,6,6,0
2145,Ship,5,1,235,2,low,M,27,2451,6,6,0
2146,Ship,3,2,143,6,medium,M,63,1953,6,6,0
2147,Ship,3,1,176,2,medium,F,45,1470,6,6,0
2148,Ship,3,5,178,3,low,F,39,1498,6,6,0
2149,Ship,3,2,270,2,medium,F,59,3706,6,6,0
2150,Ship,4,4,141,2,low,M,7,1479,6,6,0
2151,Ship,4,3,220,3,medium,M,8,3342,6,6,0
2152,Ship,5,5,264,3,medium,F,56,3482,6,6,0
2153,Ship,3,5,150,2,low,F,48,1256,6,6,0
2154,Ship,3,4,175,3,medium,M,4,1519,6,6,0
2155,Ship,2,4,223,3,medium,F,19,3356,6,6,0
2156,Ship,4,4,162,10,high,M,12,1583,6,6,0
2157,Ship,6,4,221,10,medium,M,42,2972,6,6,0
2158,Ship,5,1,216,3,low,M,40,2668,6,6,0
2159,Ship,5,5,133,10,medium,M,9,1724,6,6,0
2160,Ship,4,2,191,3,high,M,3,2353,6,6,0
2161,Ship,4,5,156,3,low,M,39,1483,6,6,0
2162,Ship,4,1,252,3,medium,F,30,2669,6,6,0
2163,Ship,3,5,198,3,low,M,2,3417,6,6,0
2164,Ship,2,3,139,8,medium,M,21,1033,6,6,0
2165,Ship,2,1,255,3,low,M,19,1551,6,6,0
2166,Ship,4,1,141,2,low,F,23,1689,6,6,0
2167,Ship,4,1,151,3,high,F,39,1458,6,6,0
2168,Ship,3,5,236,3,low,F,54,3976,6,6,0
2169,Ship,3,4,229,3,medium,F,46,3223,6,6,0
2170,Ship,4,3,261,3,low,F,6,2787,6,6,0
2171,Ship,2,1,229,4,low,F,11,3614,6,6,0
2172,Ship,4,4,205,3,low,F,58,2522,6,6,0
2173,Ship,3,4,240,2,low,F,33,3489,6,6,0
2174,Ship,4,4,209,6,low,M,62,3532,6,6,0
2175,Ship,2,5,252,2,low,F,21,2070,6,6,0
2176,Ship,3,3,140,2,medium,F,30,1547,6,6,0
2177,Ship,5,3,156,2,low,M,1,1147,6,6,0
2178,Ship,2,5,190,8,medium,M,11,2976,6,6,0
2179,Ship,3,3,138,6,medium,M,49,1078,6,6,0
2180,Ship,5,4,243,3,low,F,43,2866,6,6,0
2181,Ship,3,5,183,2,low,F,10,2621,6,6,0
2182,Ship,3,5,190,10,medium,M,32,2931,6,6,0
2183,Ship,5,2,235,2,low,F,61,3451,6,6,0
2184,Ship,3,1,143,6,medium,M,2,1323,6,6,0
2185,Ship,3,3,176,2,medium,M,34,1856,6,6,0
2186,Ship,3,1,178,3,low,F,11,1481,6,6,0
2187,Ship,3,5,270,2,medium,F,46,2716,6,6,0
2188,Ship,4,1,141,2,low,M,10,1340,6,6,0
2189,Ship,4,5,220,3,medium,F,63,3109,6,6,0
2190,Ship,5,5,264,3,medium,F,23,2837,6,6,0
2191,Ship,3,5,150,2,low,M,29,1934,6,6,0
2192,Ship,3,3,175,3,medium,F,32,1848,6,6,0
2193,Ship,2,5,223,3,medium,M,35,3437,6,6,0
2194,Ship,4,3,162,10,high,M,25,1764,6,6,0
2195,Ship,6,3,221,10,medium,F,13,2219,6,6,0
2196,Ship,5,5,216,3,low,F,5,3137,6,6,0
2197,Ship,5,2,133,10,medium,M,53,1674,6,6,0
2198,Ship,4,3,191,3,high,F,45,3714,6,6,0
2199,Ship,4,5,156,3,low,F,33,1836,6,6,0
2200,Ship,4,2,252,3,medium,F,43,3273,6,6,0
2201,Ship,3,2,198,3,low,M,15,3250,6,6,0
2202,Ship,2,4,139,8,medium,F,62,1180,6,6,0
2203,Ship,2,4,255,3,low,F,55,1663,6,6,0
2204,Ship,4,2,141,2,low,F,8,1495,6,6,0
2205,Ship,5,2,263,2,medium,F,63,1254,6,6,0
2206,Ship,3,3,179,3,medium,F,41,1892,6,6,0
2207,Ship,4,5,212,4,low,M,21,1014,6,6,0
2208,Ship,2,1,282,5,low,F,51,1362,6,6,0
2209,Ship,3,5,165,3,medium,M,33,1500,6,6,0
2210,Ship,4,1,189,2,medium,F,63,3474,6,6,0
2211,Ship,5,5,157,4,medium,M,60,1407,6,6,0
2212,Road,3,4,167,3,low,M,14,1420,6,6,0
2213,Road,3,1,175,2,low,M,42,1668,6,6,0
2214,Road,3,4,150,2,medium,M,64,1777,6,6,0
2215,Road,4,2,128,5,low,F,28,1247,6,6,0
2216,Road,5,2,236,2,low,M,24,3679,6,6,0
2217,Road,4,3,162,2,medium,F,58,1708,6,6,0
2218,Road,5,4,230,2,medium,F,48,3743,6,6,0
2219,Road,5,3,225,4,low,F,60,2130,6,6,0
2220,Road,2,2,285,2,medium,F,16,2223,6,6,0
2221,Road,4,5,246,2,medium,M,31,2415,6,6,0
2222,Road,4,4,196,2,low,F,6,2718,6,6,0
2223,Road,5,4,211,6,low,M,33,3955,6,6,0
2224,Road,3,1,197,2,low,M,4,3621,6,6,0
2225,Road,5,3,203,2,low,F,37,3531,6,6,0
2226,Road,4,2,161,3,medium,F,10,1928,6,6,0
2227,Road,5,5,266,4,medium,M,62,2201,6,6,0
2228,Road,4,1,190,3,low,F,32,2774,6,6,0
2229,Road,3,2,140,3,low,F,42,1465,6,6,0
2230,Road,4,1,274,4,medium,M,61,3402,6,6,0
2231,Road,4,2,168,3,low,M,59,1717,6,6,0
2232,Road,3,5,189,3,low,F,61,2203,6,6,0
2233,Road,3,2,231,3,low,F,56,2714,6,6,0
2234,Flight,5,1,189,3,medium,F,14,3318,6,6,0
2235,Flight,4,1,220,2,medium,M,38,2368,6,6,0
2236,Flight,5,4,190,2,medium,F,23,3960,6,6,0
2237,Flight,4,2,238,3,low,M,30,3423,6,6,0
2238,Flight,4,4,220,2,medium,F,33,2897,6,6,0
2239,Flight,4,5,194,2,high,M,44,2651,6,6,0
2240,Flight,3,3,203,3,medium,M,29,3261,6,6,0
2241,Flight,3,5,258,3,low,M,21,3446,6,6,0
2242,Flight,3,5,151,3,low,M,3,1273,6,6,0
2243,Flight,3,2,218,3,medium,F,52,2149,6,6,0
2244,Flight,5,1,265,3,medium,M,6,2452,6,6,0
2245,Flight,4,1,157,3,medium,M,31,1712,6,6,0
2246,Flight,4,2,214,3,medium,F,20,2009,6,6,0
2247,Flight,4,4,221,4,medium,M,14,2932,6,6,0
2248,Flight,3,2,149,2,medium,M,37,1699,6,6,0
2249,Flight,4,2,273,5,medium,F,6,2126,6,6,0
2250,Flight,5,1,253,5,low,M,31,3836,6,6,0
2251,Flight,3,5,102,6,medium,M,3,1341,6,6,0
2252,Flight,4,1,258,2,low,F,56,3186,6,6,0
2253,Flight,4,2,273,2,low,F,9,3383,6,6,0
2254,Flight,4,2,187,2,low,M,54,2191,6,6,0
2255,Flight,5,1,151,2,medium,F,30,1377,6,6,0
2256,Ship,2,4,120,2,medium,M,13,1240,6,6,0
2257,Ship,3,1,254,2,low,M,56,3463,6,6,0
2258,Ship,5,3,149,3,medium,F,43,1005,6,6,0
2259,Ship,4,1,152,3,high,M,26,1464,6,6,0
2260,Ship,5,4,187,3,low,F,53,3172,6,6,0
2261,Ship,4,4,170,2,low,M,34,1512,6,6,0
2262,Ship,3,3,156,3,high,F,20,1305,6,6,0
2263,Ship,4,5,228,2,low,M,63,3401,6,6,0
2264,Ship,3,1,272,2,low,M,51,2719,6,6,0
2265,Ship,3,1,140,2,low,F,6,1435,6,6,0
2266,Ship,3,5,185,2,medium,M,27,3624,6,6,0
2267,Ship,5,3,167,3,low,F,5,1772,6,6,0
2268,Ship,4,5,244,3,low,F,49,3914,6,6,0
2269,Ship,3,4,229,6,medium,F,33,2815,6,6,0
2270,Ship,4,1,273,3,medium,F,25,3717,6,6,0
2271,Ship,4,3,204,3,low,M,30,3774,6,6,0
2272,Ship,4,3,154,3,medium,M,10,1711,6,6,0
2273,Ship,3,1,254,4,low,F,33,2542,6,6,0
2274,Ship,3,2,151,3,low,M,40,1173,6,6,0
2275,Ship,3,5,242,5,medium,F,61,3688,6,6,0
2276,Ship,4,5,137,2,medium,F,14,1796,6,6,0
2277,Ship,4,4,163,2,low,F,41,1634,6,6,0
2278,Ship,3,3,143,3,medium,F,16,1343,6,6,0
2279,Ship,4,4,196,3,low,F,11,3244,6,6,0
2280,Ship,4,3,264,2,low,F,38,3877,6,6,0
2281,Ship,4,1,217,3,medium,M,2,2692,6,6,0
2282,Ship,3,3,124,3,medium,M,59,1959,6,6,0
2283,Ship,3,1,269,3,low,M,61,3542,6,6,0
2284,Ship,3,1,135,4,medium,M,47,1840,6,6,0
2285,Ship,2,1,192,3,high,M,46,3206,2,7,0
2286,Ship,4,1,274,4,medium,F,42,2430,2,7,0
2287,Ship,3,2,162,4,low,M,25,1316,2,7,0
2288,Ship,3,3,158,3,low,F,20,1431,2,7,0
2289,Ship,5,3,225,3,medium,M,59,2270,2,7,0
2290,Ship,2,5,150,3,low,F,16,1738,2,7,0
2291,Ship,6,3,154,5,medium,F,57,1117,2,7,0
2292,Ship,3,1,181,3,medium,M,34,3306,2,7,0
2293,Ship,3,4,272,3,low,M,44,2548,2,7,0
2294,Ship,3,3,160,4,medium,M,58,1496,2,7,0
2295,Ship,5,5,145,3,medium,F,37,1993,2,7,0
2296,Ship,4,4,143,5,high,F,5,1027,2,7,0
2297,Ship,4,1,201,4,medium,M,59,2925,2,7,0
2298,Ship,4,3,242,4,low,M,62,3997,2,7,0
2299,Ship,4,4,151,2,low,F,38,1001,2,7,0
2300,Ship,4,4,199,2,medium,M,25,3705,2,7,0
2301,Ship,4,1,178,3,medium,M,9,1006,2,7,0
2302,Ship,3,2,138,3,low,M,49,1923,2,7,0
2303,Ship,5,3,162,4,medium,M,38,1407,2,7,0
2304,Ship,4,3,154,3,low,M,33,1101,2,7,0
2305,Ship,3,1,206,2,medium,F,56,2069,2,7,0
2306,Ship,5,2,246,2,low,F,4,3617,2,7,0
2307,Ship,4,3,233,2,medium,F,47,3606,2,7,0
2308,Ship,4,1,251,4,medium,F,33,2906,2,7,0
2309,Ship,3,1,165,3,medium,M,61,1313,2,7,0
2310,Ship,4,3,183,2,low,F,32,3709,2,7,0
2311,Ship,3,2,109,3,low,F,30,1597,2,7,0
2312,Ship,5,3,209,4,medium,F,7,2675,2,7,0
2313,Ship,5,2,168,3,low,F,50,1486,2,7,0
2314,Ship,5,3,210,2,low,M,19,3920,2,7,0
2315,Ship,3,1,185,2,low,F,41,3787,2,7,0
2316,Ship,5,2,243,2,medium,M,58,2758,2,7,0
2317,Ship,3,4,258,3,low,F,55,2777,2,7,0
2318,Ship,4,4,279,5,medium,F,56,2697,2,7,0
2319,Ship,3,1,160,3,low,M,57,1833,2,7,0
2320,Ship,3,1,185,4,low,F,35,3648,2,7,0
2321,Ship,4,3,271,4,low,F,24,3499,2,7,0
2322,Ship,4,2,273,2,low,F,31,2229,2,7,0
2323,Ship,3,4,208,3,medium,F,23,2100,2,7,0
2324,Ship,2,2,137,3,low,F,20,1823,2,7,0
2325,Ship,4,1,198,3,medium,F,56,3135,2,7,0
